9;an_underlying_tree;be_associated_with;each_execution_of_depthfirstsearch;0.842
86;first;search_works_with;respect;0.324
86;first;be_search_works_with;respect;0.272
88;it;will_be;A_B_E_F_C_D;0.647
88;we;do;the_depth_first_traversal_of_the_above_graph;0.084
89;DFS;visits_then_its_children_nodes_in;i;0.554
89;it;reaches;the_end_node;0.51
89;DFS;visits_the_root_node_then;its_children_nodes;0.459
89;DFS;visits_then_its_children_nodes;the_root_node;0.43
89;DFS;visits_the_root_node_then_in;i;0.385
93;the_following_Java_code;shows;the_implementation_of_the_DFS_algorithm;0.825
95;The_aim_of_BFS_algorithm;is_to_traverse;the_graph;0.74
96;Queue;is_used_in;the_implementation_of_the_breadth_first_search;0.945
97;BFS_traversal;works_with;respect)[attrib=s_see;0.884
98;we;do;the_breadth_first_traversal_of_the_above_graph;0.084
100;it;moves_to;the_next_levels_which_are_B_C_and_D;0.759
100;it;will_start_with;level_0_which_is_the_root_node;0.641
100;The_BFS;visits_the_nodes_level_then_then_by;level)[enabler=so_it_will_start_with_level_0_which_is_the_root_node;0.345
100;The_BFS;visits_the_nodes_level_then_then;the_last_levels_which_are_E_and_F.)[enabler=so_it_will_start_with_level_0_which_is_the_root_node;0.32
100;The_BFS;visits_then_then_the_last_levels_which_are_E_and_F._by;level)[enabler=so_it_will_start_with_level_0_which_is_the_root_node;0.206
100;The_BFS;visits_then_then_the_last_levels_which_are_E_and_F.;the_nodes_level)[enabler=so_it_will_start_with_level_0_which_is_the_root_node;0.189
102;the_following_Java_code;shows;the_implementation_of_the_BFS_algorithm;0.825
103;The_full_implementation_of_this;is_given_in;the_attached_source_code;0.914
104;you;can_import_in;eclipse_IDE;0.776
104;The_source_code;is;a_JAVA_project;0.687
104;a_JAVA_project;be_The_source_code_for;this_article;0.372
105;You;need_to_run;the_Main;0.821
108;java;then_invokes;the_DFS_and_BFS_traversal_of_the_graph;0.712
108;java;is;a_Java_Console_application;0.667
108;a_simple_undirected_graph;be_creates_by;a_Java_Console_application;0.564
109;This_article;is_licensed_under;The_Code_Project_Open_License;0.871
111;Use_Ctrl;Left_Right_to_switch;messages;0.767
111;Use_Ctrl;Left_Right;Ctrl;0.759
111;Use_Ctrl;to_switch;messages;0.706
111;Ctrl;Left_Right_to_switch;pages;0.671
111;Ctrl;to_switch;pages;0.429
111;Ctrl_Shift;be_Ctrl_up;Down;0.254
113;articles_Chapters_and_Sections;>;Search_Latest_Articles_Latest_Tips/Tricks_Top_Articles;0.736
113;Articles_Technical_Blogs_Posting/Update_Guidelines_Article;Help_Forum_Article_Competition_Submit;an_article_or_tip;0.453
114;C#_questions;ASP.NET;questions_Javascript_questions)[enabler=SQL_questions_VB.NET_questions;0.74
114;Questions_View_All_Questions;ASP.NET;questions_Javascript_questions)[enabler=SQL_questions_VB.NET_questions;0.74
114;questions;VB.NET;questions;0.605
115;Application_Lifecycle_>;Running;a_Business_Sales_/_Marketing_Collaboration_/_Beta_Testing_Work_Issues_Design_and_Architecture_ASP.NET_JavaScript_C_/_C++_/_MFC>_ATL_/_WTL_/_STL_Managed_C++/CLI_C#_Free_Tools_Objective-C_and_Swift_Database_Hardware_&_Devices_>_System_Admin_Hosting_and_Servers_Java_.NET_Framework_Android_iOS_Mobile_SharePoint_Silverlight_/_WPF_Visual_Basic_Web_Development_Site_Bugs_/_Suggestions_Spam_and_Abuse_Watch;0.662
118;a_Question_Bugs_and_Suggestions_Article;Help_Forum_Site_Map_Advertise_with;us;0.805
118;Forum_Site_Map_Advertise;be_Help_about;our_Advertising_Employment_Opportunities;0.775
118;Forum_Site_Map_Advertise;be_Help_with;us;0.772
118;a_Question_Bugs_and_Suggestions_Article;Help_Forum_Site_Map_Advertise_about;our_Advertising_Employment_Opportunities;0.766
118;Forum_Site_Map_Advertise;be_Help_about;Us;0.744
118;a_Question_Bugs_and_Suggestions_Article;Help_Forum_Site_Map_Advertise_about;Us;0.734
118;a_Question_Bugs_and_Suggestions_Article;Help;Forum_Site_Map_Advertise;0.729
144;Application_Lifecycle_>;Running;a_Business_Sales_/_Marketing_Collaboration_/_Beta_Testing_Work_Issues;0.675
218;A_queue_Nodes;will_be_visit_in;the_order_imposed_by_the_FIFO_queue;0.939
218;Data_structure;helps_in;the_implementation_of_the_Breadth;0.833
218;A_queue_Nodes;will_be;visit;0.767
218;the_order;be_imposed_by;the_FIFO_queue;0.705
219;the_first_node;be_remove_from;queue_Q;0.736
219;the_first_node;be_remove_in;a_queue_Q_Mark;0.569
220;8_State;be_processing_after;processing_2_State;0.707
220;8_State;be_processing_after;processing_7_State;0.707
239;Nodes;will_be_visit_in;the_order_imposed_by_the_FIFO_queue;0.948
239;Nodes;will_be;visit;0.794
239;the_order;be_imposed_by;the_FIFO_queue;0.705
245;the_first_node;be_remove_from;queue_Q;0.779
245;h;remove_the_first_node_from;queue_Q;0.692
245;h;remove;the_first_node;0.691
245;the_first_node;be_remove_in;a_queue_Q_Mark;0.625
245;h;remove_the_first_node_in;a_queue_Q_Mark;0.453
249;the_first_node;be_remove_from;queue_Q;0.736
249;h;remove_the_first_node_from;queue_Q;0.653
249;h;remove;the_first_node;0.652
257;8_State;be_processing_after;processing_2_State;0.707
257;8_State;be_processing_after;processing_7_State;0.707
310;//_BFS;uses;Queue_data_structure;0.601
319;Unvisited_Child;Node(;n;0.781
336;//_BFS;uses;Queue_data_structure;0.601
345;Unvisited_Child;Node(;n;0.781
383;A_queue_Nodes;will_be_visit_in;the_order_imposed_by_the_FIFO_queue;0.939
383;Data_structure;helps_in;the_implementation_of_the_Breadth;0.833
383;A_queue_Nodes;will_be;visit;0.767
383;the_order;be_imposed_by;the_FIFO_queue;0.705
384;the_first_node;be_remove_from;queue_Q;0.736
384;the_first_node;be_remove_in;a_queue_Q_Mark;0.569
385;8_State;be_processing_after;processing_2_State;0.707
385;8_State;be_processing_after;processing_7_State;0.707
404;Nodes;will_be_visit_in;the_order_imposed_by_the_FIFO_queue;0.948
404;Nodes;will_be;visit;0.794
404;the_order;be_imposed_by;the_FIFO_queue;0.705
410;the_first_node;be_remove_from;queue_Q;0.779
410;h;remove_the_first_node_from;queue_Q;0.692
410;h;remove;the_first_node;0.691
410;the_first_node;be_remove_in;a_queue_Q_Mark;0.625
410;h;remove_the_first_node_in;a_queue_Q_Mark;0.453
414;the_first_node;be_remove_from;queue_Q;0.736
414;h;remove_the_first_node_from;queue_Q;0.653
414;h;remove;the_first_node;0.652
422;8_State;be_processing_after;processing_2_State;0.707
422;8_State;be_processing_after;processing_7_State;0.707
475;//_BFS;uses;Queue_data_structure;0.601
484;Unvisited_Child;Node(;n;0.781
501;//_BFS;uses;Queue_data_structure;0.601
510;Unvisited_Child;Node(;n;0.781
532;Nodes;will_be_visit_in;the_order_imposed_by_the_FIFO_queue_Breadth_first_search;0.935
532;all_your_neighbors;be_visit_before;your_neighbor_'s_neighbors_What_is_breadth_first_:_Start_at_some_node_:_Visit_all_the_neighbors_first_:_Only_then_visit_the_neighbors_'_neighbors_:_And_so_on_Data_structure_that_helps_in_the_implementation_of_the_Breadth_First_Search_algorithm_:_A_queue_Nodes_will_be_visit_in_the_order_imposed_by_the_FIFO_queue_Breadth_first_search_:_Put_an_arbitrary_node_x_in_queue_Q_Mark_the_node_x_as_visited_Repeat_:_h_=_remove_the_first_node_from_queue_Q_Put_all_of_h_'s_unvisited_neighbor_nodes_in_a_queue_Q_Mark_all_inserted_nodes_as_visited_Example_:_Graph_:_Initial_state_:_State_after_processing_0_State_after_processing_1_State_after_processing_3_State_after_processing_8_State_after_processing_7_State_after_processing_2_State_after_processing_4_State_after_processing_5_State_after_processing_6_DONE_(_The_queue_has_become_empty_);0.855
532;Nodes;will_be;visit;0.794
532;Data_structure;helps_in;the_implementation_of_the_Breadth;0.745
532;8_State;be_processing_after;processing_2_State;0.707
532;8_State;be_processing_after;processing_7_State;0.707
532;the_order;be_imposed_by;the_FIFO_queue_Breadth;0.655
532;Initial_state;be_remove_the_first_node_from;queue_Q;0.407
532;Initial_state;be_remove_the_first_node_in;a_queue_Q_Mark;0.392
532;the_first_node;be_remove_Initial_state_:_State_after_processing_0_State_after_processing_1_State_after_processing_3_State_after_processing_8_State_after_processing_7_State_after_processing_2_State_after_processing_4_State_after_processing_5_State_after_processing_6_DONE_(_The_queue_has_become_empty_)_from;queue_Q;0.182
532;the_first_node;be_remove_Initial_state_:_State_after_processing_0_State_after_processing_1_State_after_processing_3_State_after_processing_8_State_after_processing_7_State_after_processing_2_State_after_processing_4_State_after_processing_5_State_after_processing_6_DONE_(_The_queue_has_become_empty_)_in;a_queue_Q_Mark;0.173
536;//_BFS;uses;Queue_data_structure;0.601
545;Unvisited_Child;Node(;n;0.781
560;A_queue_Nodes;will_be_visit_in;the_order_imposed_by_the_FIFO_queue;0.939
560;Data_structure;helps_in;the_implementation_of_the_Breadth;0.833
560;A_queue_Nodes;will_be;visit;0.767
560;the_order;be_imposed_by;the_FIFO_queue;0.705
561;the_first_node;be_remove_from;queue_Q;0.736
561;the_first_node;be_remove_in;a_queue_Q_Mark;0.569
562;8_State;be_processing_after;processing_2_State;0.707
562;8_State;be_processing_after;processing_7_State;0.707
580;A_queue_Nodes;will_be_visit_in;the_order_imposed_by_the_FIFO_queue;0.939
580;Data_structure;helps_in;the_implementation_of_the_Breadth;0.833
580;A_queue_Nodes;will_be;visit;0.767
580;the_order;be_imposed_by;the_FIFO_queue;0.705
581;the_first_node;be_remove_from;queue_Q;0.736
581;the_first_node;be_remove_in;a_queue_Q_Mark;0.569
582;8_State;be_processing_after;processing_2_State;0.707
582;8_State;be_processing_after;processing_7_State;0.707
601;Nodes;will_be_visit_in;the_order_imposed_by_the_FIFO_queue;0.948
601;Nodes;will_be;visit;0.794
601;the_order;be_imposed_by;the_FIFO_queue;0.705
607;the_first_node;be_remove_from;queue_Q;0.779
607;h;remove_the_first_node_from;queue_Q;0.692
607;h;remove;the_first_node;0.691
607;the_first_node;be_remove_in;a_queue_Q_Mark;0.625
607;h;remove_the_first_node_in;a_queue_Q_Mark;0.453
611;the_first_node;be_remove_from;queue_Q;0.736
611;h;remove_the_first_node_from;queue_Q;0.653
611;h;remove;the_first_node;0.652
619;8_State;be_processing_after;processing_2_State;0.707
619;8_State;be_processing_after;processing_7_State;0.707
672;//_BFS;uses;Queue_data_structure;0.601
681;Unvisited_Child;Node(;n;0.781
698;//_BFS;uses;Queue_data_structure;0.601
707;Unvisited_Child;Node(;n;0.781
744;cities_and_the_edges;represent;the_cost)[attrib=nodes_represents;0.757
745;the_lowest_cost_path;is_with;cost;0.627
746;we;would_have_tried_different_ways_to_go_from_0_→_2_Example;Unsuccessful_attempt_1)[enabler=In_order_to_find_the_answer;0.432
746;we;would_have_tried_Unsuccessful_attempt_1_:_(_cost_=_4_+_4_+_4_+_2_=_14_)_Unsuccessful_attempt_2_:_(_cost_=_7_+_2_=_9_)_.;different_ways_to_go_from_0_→_2_Example)[enabler=In_order_to_find_the_answer;0.397
750;cities_and_the_edges;represent;the_cost)[attrib=nodes_represents;0.711
773;the_information;be_stored_in;a_graph;0.752
773;we;must_visit;every_node;0.626
773;Graphs;are_like;trees;0.619
773;we;must_visit_every_node_using;every_link_of_the_graph;0.488
774;Graph_traversal;be_visiting_nodes_in;a_graph;0.779
774;We;must_access;the_links)[enabler=because_the_links_often_contains_essential_information_(_e_.g._cost_)_for_the_problme_at_head_!_!_!;0.711
774;the_links;often_contains;essential_information;0.627
776;the_information;be_stored_in;a_graph;0.752
776;Graphs;are_like;trees_and_linked_lists;0.666
776;we;must_visit;every_node;0.626
776;we;must_visit_every_node_using;every_link_of_the_graph;0.488
788;Graph_traversal;be_visiting_nodes_in;a_graph_using_the_link_information_of_the_graph;0.883
790;We;must_access;the_links)[enabler=because_the_links_often_contains_essential_information_(_e_.g._cost_)_for_the_problme_at_head_!_!_!;0.723
790;the_links;often_contains;essential_information;0.627
795;a_graph;can_have;cycles;0.729
795;cycles;can_be_have_unlike;trees/linked_lits;0.457
795;a_graph;can_have_cycles_:_Warning_:_If_a_program_blindly_follow_the_links_in_a_graph_the_program_will_loop_forever_!_!_!_unlike;trees/linked_lits;0.316
795;a_program;blindly_follow;the_links;0.139
796;we;must_mark;that_node;0.711
796;We;must_maintain;some_visitation_information;0.626
796;we;visit;a_node;0.604
796;we;must_mark_that_node_as_visited_The_program_must_never_visit_again;an_already_visited_node;0.307
800;a_program;blindly_follow;the_links;0.177
805;we;must_mark;that_node;0.711
805;We;must_maintain;some_visitation_information;0.64
805;we;visit;a_node;0.604
805;we;must_mark_that_node_as_visited_The_program_must_never_visit_again;an_already_visited_node;0.307
807;we;must_mark;that_node;0.711
807;we;visit;a_node;0.604
833;This_variable;contains;nodes_that_can_be_reached_by_known_edges;0.803
835;This_variable;contains;nodes_that_can_be_reached_by_known_edges;0.803
837;This_variable;contains;nodes_that_can_be_reached_by_known_edges;0.812
843;all_nodes;to_be_visit_in;a_graph_using_(_all_)_links_in_the_graph;0.698
845;an_initial_node;be_put_into;toVisitNodes;0.837
852;we;are_using;all_edges;0.472
859;an_initial_node;be_put_into;toVisitNodes;0.837
866;we;are_using;all_edges;0.472
877;We;start;the_traversal;0.653
882;we;are_using;all_edges;0.472
887;The_for-loop;will_use;the_edges_that_are_incident)[enabler=as_visited_(_this_represents_the_fact_that_we_are_visiting_the_node_!_)_:;0.82
887;The_statement;will_mark;0;0.804
887;we;are_visiting;the_node;0.358
888;We;picked;node;0.672
890;we;are_using;all_edges;0.472
895;the_algorithm;uses_all_edges_in;the_graph_to_visit_all_the_nodes;0.806
895;The_for-loop;will_use;the_edges_that_are_incident;0.774
895;The_for-loop;adds_these_nodes_to;the_variable_toVisitNodes;0.766
895;The_for-loop;adds;these_nodes;0.7
895;the_algorithm;uses;all_edges;0.648
895;node_0;is_visited;So_node_0;0.629
895;we;will_visit_again;0;0.397
895;we;that_have_used_in;red;0.36
895;we;are_visiting;the_node;0.295
899;We;start;the_traversal;0.653
908;we;are_using;all_edges;0.472
913;The_for-loop;will_use;the_edges_that_are_incident)[enabler=as_visited_(_this_represents_the_fact_that_we_are_visiting_the_node_!_)_:;0.82
913;The_statement;will_mark;0;0.804
913;we;are_visiting;the_node;0.358
920;we;are_using;all_edges;0.472
935;We;picked;node;0.672
937;we;are_using;all_edges;0.472
942;the_algorithm;uses_all_edges_in;the_graph_to_visit_all_the_nodes;0.806
942;The_for-loop;will_use;the_edges_that_are_incident;0.774
942;The_for-loop;adds_these_nodes_to;the_variable_toVisitNodes;0.766
942;The_for-loop;adds;these_nodes;0.7
942;the_algorithm;uses;all_edges;0.648
942;node_0;is_visited;So_node_0;0.629
942;we;will_visit_again;0;0.397
942;we;that_have_used_in;red;0.36
942;we;are_visiting;the_node;0.295
949;we;are_using;all_edges;0.472
958;node_0;is_visited;So_node_0;0.694
958;we;will_visit_again_will;0;0.301
968;I;cannot_be_yet;specific;0.539
984;a_node;be_Remove_from;toVisitNodes;0.736
984;//;Remove_a_node_from;toVisitNodes;0.64
984;//;Remove;a_node;0.638
1010;a_node;be_Remove_from;toVisitNodes;0.736
1010;//;Remove_a_node_from;toVisitNodes;0.64
1010;//;Remove;a_node;0.638
1025;The_data_structure;used_to_store_the_nodes_in;toVisitNodes;0.894
1025;The_data_structure;used_to_store;the_nodes;0.829
1025;The_data_structure;to_store_the_nodes_in;toVisitNodes;0.819
1025;The_data_structure;to_store;the_nodes;0.78
1025;the_nodes;to_be_store_in;toVisitNodes;0.708
1026;Breadth_First_Search;uses;a_queue;0.747
1026;the_nodes;to_be_store_in;toVisitNodes;0.739
1026;First_Search;uses;a_stack;0.649
1027;We;will_discuss;these_algorithms;0.64
1033;The_data_structure;used_to_store_the_nodes_in;toVisitNodes;0.9
1033;The_data_structure;used_to_store;the_nodes;0.837
1033;The_data_structure;to_store_the_nodes_in;toVisitNodes;0.828
1033;The_data_structure;to_store;the_nodes;0.79
1033;the_nodes;to_be_store_in;toVisitNodes;0.708
1037;Breadth_First_Search;uses;a_queue;0.728
1037;the_nodes;to_be_store_in;toVisitNodes;0.708
1037;a_stack;be_uses_by;(_DFS;0.543
1039;the_nodes;to_be_store_in;toVisitNodes;0.754
1043;the_nodes;to_be_store_in;toVisitNodes;0.754
1051;we;would_have_tried;different_ways_to_go_from_0_→_2_Example)[enabler=In_order_to_find_the_answer;0.713
1051;nodes;represents;cities;0.668
1051;Introductory_problem;Given;the_following_graph;0.65
1051;nodes;represent;the_cost;0.648
1051;the_edges;represent;the_cost;0.648
1051;the_edges;represents;cities;0.496
1051;we;would_have_tried_different_ways_to_go_from_0_→_2_Example_with;cost)[enabler=In_order_to_find_the_answer;0.168
1052;Algorithms;used_to_process;the_information_stored_in_a_Graphs_data_structure_Fact;0.861
1052;Algorithms;to_process;the_information_stored_in_a_Graphs_data_structure_Fact;0.819
1052;Graph_traversal;be_visiting_nodes_in;a_graph;0.779
1052;the_information;be_stored_in;a_Graphs_data_structure_Fact;0.752
1052;the_information;be_stored_in;a_graph;0.752
1052;We;must_access;the_links)[enabler=because_the_links_often_contains_essential_information_(_e_.g._cost_)_for_the_problme_at_head_!_!_!;0.711
1052;Graphs;are_like;trees_and_linked_lists;0.652
1052;the_links;often_contains;essential_information;0.627
1052;we;must_visit;every_node;0.626
1052;we;must_visit_every_node_using;every_link_of_the_graph;0.488
1053;Caveat;can_have;cycles;0.706
1053;we;must_mark;that_node;0.648
1053;We;must_maintain;some_visitation_information;0.556
1053;we;visit;a_node;0.533
1053;a_graph;be_Caveat_in;graph_traversal;0.395
1053;a_graph;be_Caveat_unlike;trees/linked_lits;0.295
1053;we;must_mark_that_node_as_visited_The_program_must_never_visit_again;an_already_visited_node;0.249
1053;a_program;blindly_follow;the_links;0.139
1061;This_variable;contains;nodes_that_can_be_reached_by_known_edges;0.803
1061;a_graph;to_be_traverse_in;addition;0.679
1062;General_algorithm;used_to_visit_all_nodes_in;a_graph_General_algorithm;0.833
1062;General_algorithm;used_to_visit;all_nodes;0.783
1062;General_algorithm;to_visit_all_nodes_in;a_graph_General_algorithm;0.729
1062;General_algorithm;to_visit;all_nodes;0.725
1062;all_nodes;to_be_visit_in;a_graph_using_(_all_)_links_in_the_graph;0.698
1062;all_nodes;to_be_visit_in;a_graph_General_algorithm;0.59
1064;an_initial_node;be_put_into;toVisitNodes;0.837
1071;we;are_using;all_edges;0.472
1078;We;start;the_traversal;0.653
1082;we;are_using;all_edges;0.472
1087;The_for-loop;will_use;the_edges_that_are_incident)[enabler=as_visited_(_this_represents_the_fact_that_we_are_visiting_the_node_!_)_:;0.82
1087;The_statement;will_mark;0;0.804
1087;We;picked;node;0.672
1087;we;are_visiting;the_node;0.358
1089;we;are_using;all_edges;0.472
1094;The_for-loop;will_use;the_edges_that_are_incident;0.774
1094;The_for-loop;adds_these_nodes_to;the_variable_toVisitNodes;0.766
1094;The_for-loop;adds;these_nodes;0.7
1094;the_algorithm;uses_all_edges_so_in;the_graph_to_visit_all_the_nodes;0.639
1094;node_0;is_visited;So_node_0;0.629
1094;the_algorithm;uses_all_edges_so_on;...._(_Too_long;0.433
1094;we;will_visit_again;0;0.397
1094;we;that_have_used_in;red;0.36
1094;the_algorithm;uses_so;all_edges;0.333
1094;we;are_visiting;the_node;0.295
1095;I;cannot_be_yet;specific;0.539
1111;a_node;be_Remove_from;toVisitNodes;0.736
1111;//;Remove_a_node_from;toVisitNodes;0.64
1111;//;Remove;a_node;0.638
1121;The_data_structure;to_store_the_nodes_in;toVisitNodes_Facts;0.782
1121;The_data_structure;to_store;the_nodes;0.78
1121;The_data_structure;used;Breadth_First_Search_(_BFS);0.764
1121;the_nodes;to_be_store_in;toVisitNodes_Facts;0.658
1121;the_nodes;to_be_store_in;toVisitNodes;0.658
1121;First_Search;uses;a_stack;0.649
1121;We;will_discuss;these_algorithms;0.626
1121;The_data_structure;used_Breadth_First_Search_(_BFS)_:_uses_a_queue_(_First_In_First_Out_)_to_store_the_nodes_in_toVisitNodes_Depth_First_Search_(_DFS_)_uses_a_stack_(_Last_In_First_Out_)_to_store_the_nodes_in_toVisitNodes_We_will_discuss_these_algorithms_next_....._to_store_the_nodes_in;toVisitNodes_Facts;0.583
1121;The_data_structure;used_Breadth_First_Search_(_BFS)_:_uses_a_queue_(_First_In_First_Out_)_to_store_the_nodes_in_toVisitNodes_Depth_First_Search_(_DFS_)_uses_a_stack_(_Last_In_First_Out_)_to_store_the_nodes_in_toVisitNodes_We_will_discuss_these_algorithms_next_....._to_store;the_nodes;0.503
1126;the_information;be_stored_in;a_graph;0.752
1126;we;must_visit;every_node;0.626
1126;Graphs;are_like;trees;0.619
1126;we;must_visit_every_node_using;every_link_of_the_graph;0.488
1127;Graph_traversal;be_visiting_nodes_in;a_graph;0.779
1127;We;must_access;the_links)[enabler=because_the_links_often_contains_essential_information_(_e_.g._cost_)_for_the_problme_at_head_!_!_!;0.711
1127;the_links;often_contains;essential_information;0.627
1128;Graph_traversal;be_visiting_nodes_in;a_graph_using_the_link_information_of_the_graph;0.883
1129;Graph_traversal;be_visiting_nodes_in;a_graph_using_the_link_information_of_the_graph;0.883
1140;cities_and_the_edges;represent;the_cost)[attrib=nodes_represents;0.757
1141;the_lowest_cost_path;is_with;cost;0.627
1142;we;would_have_tried_different_ways_to_go_from_0_→_2_Example;Unsuccessful_attempt_1)[enabler=In_order_to_find_the_answer;0.432
1142;we;would_have_tried_Unsuccessful_attempt_1_:_(_cost_=_4_+_4_+_4_+_2_=_14_)_Unsuccessful_attempt_2_:_(_cost_=_7_+_2_=_9_)_.;different_ways_to_go_from_0_→_2_Example)[enabler=In_order_to_find_the_answer;0.397
1146;cities_and_the_edges;represent;the_cost)[attrib=nodes_represents;0.711
1169;the_information;be_stored_in;a_graph;0.752
1169;we;must_visit;every_node;0.626
1169;Graphs;are_like;trees;0.619
1169;we;must_visit_every_node_using;every_link_of_the_graph;0.488
1170;Graph_traversal;be_visiting_nodes_in;a_graph;0.779
1170;We;must_access;the_links)[enabler=because_the_links_often_contains_essential_information_(_e_.g._cost_)_for_the_problme_at_head_!_!_!;0.711
1170;the_links;often_contains;essential_information;0.627
1172;the_information;be_stored_in;a_graph;0.752
1172;Graphs;are_like;trees_and_linked_lists;0.666
1172;we;must_visit;every_node;0.626
1172;we;must_visit_every_node_using;every_link_of_the_graph;0.488
1183;Graph_traversal;be_visiting_nodes_in;a_graph_using_the_link_information_of_the_graph;0.883
